shape,rid,role,text,name,note,processor_flagged
"X6 abbreviated alt (ends ׳)","U02014","alt","שְׂרֵי׳","שְׂרֵפָה","","false"
"X6 abbreviated alt (ends ׳)","U02087","alt","שְׁתּ׳","שְׁתוּתָא","","false"
"X6 abbreviated alt (ends ׳)","U02089","alt","שְׁתַּ׳","שְׁתַחְוָיָה","","false"
"X6 abbreviated alt (ends ׳)","U02096","alt","שִׁי׳","שִׁתְיָא","","false"
"X6 abbreviated alt (ends ׳)","V00014","alt","תִּי׳","תִּאוּבְתָּא","","false"
"X6 abbreviated alt (ends ׳)","V00027","alt","תְּאֵי׳","תְּאֵנָה","","false"
"X6 abbreviated alt (ends ׳)","V00029","alt","תְּאֵינְ׳","תְּאֵנְתָּא","","false"
"X6 abbreviated alt (ends ׳)","V00056","alt","תִּ׳","תַּבְלָא","","false"
"X6 abbreviated alt (ends ׳)","V00059","alt","תִּי׳","תִּבְלָלָא","","false"
"X6 abbreviated alt (ends ׳)","V00065","alt","תִּי׳","תִּבְנָא","","false"
"X6 abbreviated alt (ends ׳)","V00082","alt","תִּיגָּ׳","תִּגָּארָא","","false"
"X6 abbreviated alt (ends ׳)","V00083","alt","תִּי׳","תִּגְדָּא","","false"
"X6 abbreviated alt (ends ׳)","V00092","alt","תִּי׳","תִּגְרָא","","false"
"X6 abbreviated alt (ends ׳)","V00093","alt","תִּי׳","תִּגְרָא²","","false"
"X6 abbreviated alt (ends ׳)","V00094","alt","תִּי׳","תִּגְּרָא","","false"
"X6 abbreviated alt (ends ׳)","V00098","alt","תִּ׳","תַּגָּרוּתָא","","false"
"X6 abbreviated alt (ends ׳)","V00098","alt","תִּי׳","תַּגָּרוּתָא","","false"
"X6 abbreviated alt (ends ׳)","V00100","alt","תִּי׳","תִּגְרָנָא","","false"
"X6 abbreviated alt (ends ׳)","V00101","alt","תִּי׳","תִּגְרְתָא","","false"
"X6 abbreviated alt (ends ׳)","V00129","alt","תַּהֲפוּ׳","תַּהְפּוּכְתָּא","","false"
"X6 abbreviated alt (ends ׳)","V00164","alt","תִּוְו׳","תִּוְהָא","","false"
"X6 abbreviated alt (ends ׳)","V00164","alt","תִּיוְ׳","תִּוְהָא","","false"
"X6 abbreviated alt (ends ׳)","V00167","alt","תַּוְו׳","תַּוְהוּת","","false"
"X6 abbreviated alt (ends ׳)","V00168","alt","תַּוְו׳","תַּוְהוּתָא","","false"
"X6 abbreviated alt (ends ׳)","V00184","alt","תַּחְ׳","תּוּחְלָא","","false"
"X6 abbreviated alt (ends ׳)","V00203","alt","תּוֹכֵי׳","תּוֹכֵחָה²","","false"
"X6 abbreviated alt (ends ׳)","V00214","alt","תּוֹלְ׳","תּוּלְדְּתָא","","false"
"X6 abbreviated alt (ends ׳)","V00218","alt","תֻּלְ׳","תּוּלְעֲבָא","","false"
"X6 abbreviated alt (ends ׳)","V00277","alt","תַּוָּו׳","תַּוָּרָא","","false"
"X6 abbreviated alt (ends ׳)","V00305","alt","תָּרְ׳","תּוּרְנָא","","false"
"X6 abbreviated alt (ends ׳)","V00314","alt","תּוּ׳","תּוֹרְפָא","","false"
"X6 abbreviated alt (ends ׳)","V00327","alt","תִּשְׁ׳","תּוּשְׁבָּחָה","","false"
"X6 abbreviated alt (ends ׳)","V00328","alt","תֻּשְׁ׳","תּוּשְׁבַּחְתָּא","","false"
"X6 abbreviated alt (ends ׳)","V00380","alt","תְּחִי׳","תְּחִנָּה","","false"
"X6 abbreviated alt (ends ׳)","V00400","alt","תֵּאָ׳","תֵּיאָבוֹן","","false"
"X6 abbreviated alt (ends ׳)","V00410","alt","תִּבּ׳","תִּיבּוּרָא","","false"
"X6 abbreviated alt (ends ׳)","V00411","alt","תֵּיבוֹ׳","תֵּיבוּתָא","","false"
"X6 abbreviated alt (ends ׳)","V00411","alt","תֵּב׳","תֵּיבוּתָא","","false"
"X6 abbreviated alt (ends ׳)","V00427","alt","תְּיוּ׳","תְּיוֹמָא","","false"
"X6 abbreviated alt (ends ׳)","V00431","alt","תִּח׳","תִּיחוּחַ","","false"
"X6 abbreviated alt (ends ׳)","V00456","alt","תִּמְ׳","תֵּימַהּ","","false"
"X6 abbreviated alt (ends ׳)","V00459","alt","תִּימּ׳","תִּימּוּר","","false"
"X6 abbreviated alt (ends ׳)","V00470","alt","תִּנּ׳","תִּינוֹק","","false"
"X6 abbreviated alt (ends ׳)","V00472","alt","תִּנְ׳","תִּינָחָא","","false"
"X6 abbreviated alt (ends ׳)","V00472","alt","תְּנַח׳","תִּינָחָא","","false"
"X6 abbreviated alt (ends ׳)","V00473","alt","תִּינְיָנ׳","תִּינְיָין","","false"
"X6 abbreviated alt (ends ׳)","V00489","alt","תִּקּ׳","תִּיקּוּנָא","","false"
"X6 abbreviated alt (ends ׳)","V00501","alt","תִּר׳","תִּירוּכִין","","false"
"X6 abbreviated alt (ends ׳)","V00511","alt","תִּרְ׳","תִּירְיָיקָא","","false"
"X6 abbreviated alt (ends ׳)","V00516","alt","תֵּי׳","תְּיָשָׁא","","false"
"X6 abbreviated alt (ends ׳)","V00516","alt","תְּיָי׳","תְּיָשָׁא","","false"
"X6 abbreviated alt (ends ׳)","V00521","alt","תִּי׳","תִּכָּא","","false"
"X6 abbreviated alt (ends ׳)","V00526","alt","תּוּכְ׳","תַּכְבְּרָא","","false"
"X6 abbreviated alt (ends ׳)","V00541","alt","תִּי׳","תְּכָל","","false"
"X6 abbreviated alt (ends ׳)","V00542","alt","תִּי׳","תִּכְלָא","","false"
"X6 abbreviated alt (ends ׳)","V00545","alt","תִּי׳","תִּכְלוּ","","false"
"X6 abbreviated alt (ends ׳)","V00548","alt","תְּכֶילְ׳","תְּכֶלְתָּא","","false"
"X6 abbreviated alt (ends ׳)","V00564","alt","תִּי׳","תֵּל²","","false"
"X6 abbreviated alt (ends ׳)","V00579","alt","תִּי׳","תִּלּוּל","","false"
"X6 abbreviated alt (ends ׳)","V00585","alt","תִּי׳","תִּלְחָא","","false"
"X6 abbreviated alt (ends ׳)","V00627","alt","תִּילְ׳","תִּלְתָּא","","false"
"X6 abbreviated alt (ends ׳)","V00629","alt","תִּילְ׳","תִּלְתּוּל","","false"
"X6 abbreviated alt (ends ׳)","V00632","alt","תַּלְת׳","תַּלְתּוּתָא","","false"
"X6 abbreviated alt (ends ׳)","V00632","alt","תִּלְ׳","תַּלְתּוּתָא","","false"
"X6 abbreviated alt (ends ׳)","V00632","alt","תִּילְ׳","תַּלְתּוּתָא","","false"
"X6 abbreviated alt (ends ׳)","V00640","alt","תִּילְ׳","תִּלְתָּן","","false"
"X6 abbreviated alt (ends ׳)","V00653","alt","תַּמְ׳","תֵּמַהּ","","false"
"X6 abbreviated alt (ends ׳)","V00654","alt","תִּימָּ׳","תִּמָּהוֹן","","false"
"X6 abbreviated alt (ends ׳)","V00691","alt","תִּימַ׳","תְּמַלְיוֹס","","false"
"X6 abbreviated alt (ends ׳)","V00706","alt","תּוּמְ׳","תָּמָר","","false"
"X6 abbreviated alt (ends ׳)","V00708","alt","תִּי׳","תִּמְרָה","","false"
"X6 abbreviated alt (ends ׳)","V00714","alt","תּוּמַ׳","תְּמַרְתָּא","","false"
"X6 abbreviated alt (ends ׳)","V00740","alt","תַּנְחֻמְ׳","תַּנְחוּמְתָּא","","false"
"X6 abbreviated alt (ends ׳)","V00745","alt","תִּנְיָ׳","תִּנְיָין","","false"
"X6 abbreviated alt (ends ׳)","V00745","alt","תִּינְ׳","תִּנְיָין","","false"
"X6 abbreviated alt (ends ׳)","V00746","alt","תִּנְיָ׳","תִּנְיָינוּת","","false"
"X6 abbreviated alt (ends ׳)","V00746","alt","תִּי׳","תִּנְיָינוּת","","false"
"X6 abbreviated alt (ends ׳)","V00756","alt","תִּיסְ׳","תִּסְבָּר","","false"
"X6 abbreviated alt (ends ׳)","V00757","alt","תִּיסְ׳","תִּסְבָּרָא","","false"
"X6 abbreviated alt (ends ׳)","V00757","alt","תּוּסְ׳","תִּסְבָּרָא","","false"
"X6 abbreviated alt (ends ׳)","V00759","alt","תִּסְוָו׳","תִּסְבָּרִית","","false"
"X6 abbreviated alt (ends ׳)","V00759","alt","תִּי׳","תִּסְבָּרִית","","false"
"X6 abbreviated alt (ends ׳)","V00759","alt","תּוּ׳","תִּסְבָּרִית","","false"
"X6 abbreviated alt (ends ׳)","V00760","alt","תִּסְוַו׳","תִּסְבַּרְתָּא","","false"
"X6 abbreviated alt (ends ׳)","V00768","alt","תִּסְפָּר׳","תִּסְפּוֹרְתָּא","","false"
"X6 abbreviated alt (ends ׳)","V00769","alt","תִּסְ׳","תַּסְקוֹפָא","","false"
"X6 abbreviated alt (ends ׳)","V00818","alt","תִּי׳","תְּפִי","","false"
"X6 abbreviated alt (ends ׳)","V00830","alt","תִּי׳","תִּפְלָה","","false"
"X6 abbreviated alt (ends ׳)","V00831","alt","תְּפִי׳","תְּפִלָּה","","false"
"X6 abbreviated alt (ends ׳)","V00832","alt","תְּפִי׳","תְּפִלָּה²","","false"
"X6 abbreviated alt (ends ׳)","V00834","alt","תִּי׳","תִּפְלוּת","","false"
"X6 abbreviated alt (ends ׳)","V00835","alt","תְּפִי׳","תְּפִלֵּי","","false"
"X6 abbreviated alt (ends ׳)","V00836","alt","תְּפִי׳","תְּפִלִּין","","false"
"X6 abbreviated alt (ends ׳)","V00852","alt","תַּפְקִדְ׳","תַּפְקִידְתָּא","","false"
"X6 abbreviated alt (ends ׳)","V00852","alt","תַּפְקֶדְ׳","תַּפְקִידְתָּא","","false"
"X6 abbreviated alt (ends ׳)","V00857","alt","תִּפְ׳","תַּפְרָא","","false"
"X6 abbreviated alt (ends ׳)","V00868","alt","תִּיקּ׳","תִּקּוּלָא","","false"
"X6 abbreviated alt (ends ׳)","V00893","alt","תִּי׳","תִּקְלָא","","false"
"X6 abbreviated alt (ends ׳)","V00894","alt","תּוּקְ׳","תַּקְלָא","","false"
"X6 abbreviated alt (ends ׳)","V00894","alt","תִּי׳","תַּקְלָא","","false"
"X6 abbreviated alt (ends ׳)","V00915","alt","תִּיקְ׳","תִּקְרוּבְתָּא","","false"
"X6 abbreviated alt (ends ׳)","V00943","alt","תִּירְ׳","תִּרְגֵּם","","false"
"X6 abbreviated alt (ends ׳)","V00973","alt","תִּי׳","תִּרְטָא","","false"
"X6 abbreviated alt (ends ׳)","V00996","alt","תְּרֵסִ׳","תְּרֵיסִיּוֹת","","false"
"X6 abbreviated alt (ends ׳)","V01015","alt","תּוּרְ׳","תַּרְמִיל","","false"
"X6 abbreviated alt (ends ׳)","V01016","alt","תּוּרְ׳","תַּרְמִילָא","","false"
"X6 abbreviated alt (ends ׳)","V01042","alt","תִּירְ׳","תִּרְעֲתָא","","false"
"X6 abbreviated alt (ends ׳)","V01042","alt","תּוּרְ׳","תִּרְעֲתָא","","false"
"X7 abbreviation headword (׳/״)","A00006","headword","א׳","א׳","","false"
"X7 abbreviation headword (׳/״)","A00010","headword","אאלר״ן","אאלר״ן","","false"
"X7 abbreviation headword (׳/״)","A00409","headword","אד״ך","אד״ך","","false"
"X7 abbreviation headword (׳/״)","A01042","headword","אח״ס","אח״ס","","false"
"X7 abbreviation headword (׳/״)","A01065","headword","א״ט","א״ט","","false"
"X7 abbreviation headword (׳/״)","A01065","alt","אטב״ח","א״ט","","false"
"X7 abbreviation headword (׳/״)","A01069","headword","אט״בח","אט״בח","","false"
"X7 abbreviation headword (׳/״)","A01764","headword","א״ל","א״ל","","false"
"X7 abbreviation headword (׳/״)","A01764","alt","אלב״ם","א״ל","","false"
"X7 abbreviation headword (׳/״)","A01935","headword","אל״ף","אל״ף","","false"
"X7 abbreviation headword (׳/״)","A01936","headword","אלפ״א","אלפ״א","","false"
"X7 abbreviation headword (׳/״)","A02161","headword","אנטג׳","אנטג׳","","false"
"X7 abbreviation headword (׳/״)","A02411","headword","אסטרטטי׳","אסטרטטי׳","","false"
"X7 abbreviation headword (׳/״)","A03391","headword","א״ת","א״ת","","false"
"X7 abbreviation headword (׳/״)","B00002","headword","ב׳","ב׳","","false"
"X7 abbreviation headword (׳/״)","B00398","headword","בושׂר׳","בושׂר׳","","false"
"X7 abbreviation headword (׳/״)","B00751","headword","בי״ת","בי״ת","","false"
"X7 abbreviation headword (׳/״)","B00757","headword","בי״תא","בי״תא","","false"
"X7 abbreviation headword (׳/״)","B00974","headword","בס״גר","בס״גר","","false"
"X7 abbreviation headword (׳/״)","B00983","headword","בסיג׳","בסיג׳","","false"
"X7 abbreviation headword (׳/״)","C00002","headword","ג׳","ג׳","","false"
"X7 abbreviation headword (׳/״)","C00618","headword","גיבס׳","גיבס׳","","false"
"X7 abbreviation headword (׳/״)","C00737","headword","גילשל׳","גילשל׳","","false"
"X7 abbreviation headword (׳/״)","C00743","headword","גימ״ל","גימ״ל","","false"
"X7 abbreviation headword (׳/״)","C01036","headword","גמ״ל","גמ״ל","","false"
"X7 abbreviation headword (׳/״)","C01224","headword","ג״ר","ג״ר","","false"
"X7 abbreviation headword (׳/״)","D00001","headword","ד׳","ד׳","","false"
"X7 abbreviation headword (׳/״)","D00791","headword","דכ״ץ","דכ״ץ","","false"
"X7 abbreviation headword (׳/״)","D00810","headword","דל״ה","דל״ה","","false"
"X7 abbreviation headword (׳/״)","D00826","headword","דִּלָט׳","דִּלָט׳","","false"
"X7 abbreviation headword (׳/״)","D00863","headword","דל״ת","דל״ת","","false"
"X7 abbreviation headword (׳/״)","D00957","headword","דפוסיו׳","דפוסיו׳","","false"
"X7 abbreviation headword (׳/״)","D00963","headword","דפליסט׳","דפליסט׳","","false"
"X7 abbreviation headword (׳/״)","D00983","headword","דצ״ך","דצ״ך","","false"
"X7 abbreviation headword (׳/״)","E00001","headword","ה׳","ה׳","","false"
"X7 abbreviation headword (׳/״)","E00004","headword","ה״א","ה״א","","false"
"X7 abbreviation headword (׳/״)","E00004","alt","ה״י","ה״א","","false"
"X7 abbreviation headword (׳/״)","E00141","headword","הדסט״ב","הדסט״ב","","false"
"X7 abbreviation headword (׳/״)","E00197","headword","הוגנוס׳","הוגנוס׳","","false"
"X7 abbreviation headword (׳/״)","E00295","headword","הז״יו","הז״יו","","false"
"X7 abbreviation headword (׳/״)","E00326","headword","ה״י","ה״י","","false"
"X7 abbreviation headword (׳/״)","E00433","headword","הימני׳","הימני׳","","false"
"X7 abbreviation headword (׳/״)","E00842","headword","הרוגיינ׳","הרוגיינ׳","","false"
"X7 abbreviation headword (׳/״)","E00856","headword","הַרְטָבָה׳","הַרְטָבָה׳","","false"
"X7 abbreviation headword (׳/״)","F00001","headword","ו׳","ו׳","","false"
"X7 abbreviation headword (׳/״)","F00004","headword","וא״ו","וא״ו","","false"
"X7 abbreviation headword (׳/״)","F00004","alt","וי״ו","וא״ו","","false"
"X7 abbreviation headword (׳/״)","F00004","alt","ו״ו","וא״ו","","false"
"X7 abbreviation headword (׳/״)","G00007","headword","ז״ב","ז״ב","","false"
"X7 abbreviation headword (׳/״)","G00338","headword","זַיִ״ין","זַיִ״ין","","false"
"X7 abbreviation headword (׳/״)","G00401","headword","זִיפְתּ׳","זִיפְתּ׳","","false"
"X7 abbreviation headword (׳/״)","H00001","headword","ח׳","ח׳","","false"
"X7 abbreviation headword (׳/״)","H00897","headword","חי״ת","חי״ת","","false"
"X7 abbreviation headword (׳/״)","I00001","headword","ט׳","ט׳","","false"
"X7 abbreviation headword (׳/״)","I00458","headword","טי״ת","טי״ת","","false"
"X7 abbreviation headword (׳/״)","J00001","headword","י׳","י׳","","false"
"X7 abbreviation headword (׳/״)","J00083","headword","יגי״ל","יגי״ל","","false"
"X7 abbreviation headword (׳/״)","J00087","headword","יג״ל","יג״ל","","false"
"X7 abbreviation headword (׳/״)","J00158","headword","יו״ד","יו״ד","","false"
"X7 abbreviation headword (׳/״)","J00318","headword","יט״ת","יט״ת","","false"
"X7 abbreviation headword (׳/״)","K00001","headword","כ׳","כ׳","","false"
"X7 abbreviation headword (׳/״)","K00302","headword","כונדת׳","כונדת׳","","false"
"X7 abbreviation headword (׳/״)","K00473","alt","כ״י","כי","","false"
"X7 abbreviation headword (׳/״)","K00977","headword","כ״ף","כ״ף","","false"
"X7 abbreviation headword (׳/״)","L00001","headword","ל׳","ל׳","","false"
"X7 abbreviation headword (׳/״)","L00564","headword","למ״ד","למ״ד","","false"
"X7 abbreviation headword (׳/״)","L00607","headword","לע״ט","לע״ט","","false"
"X7 abbreviation headword (׳/״)","M00001","headword","מ׳","מ׳","","false"
"X7 abbreviation headword (׳/״)","M00914","headword","מחפ״ז","מחפ״ז","","false"
"X7 abbreviation headword (׳/״)","M01200","headword","מ״ים","מ״ים","","false"
"X7 abbreviation headword (׳/״)","M01490","headword","מל״ה","מל״ה","","false"
"X7 abbreviation headword (׳/״)","M01644","headword","מ״ם","מ״ם","","false"
"X7 abbreviation headword (׳/״)","M01690","headword","ממתו״ס","ממתו״ס","","false"
"X7 abbreviation headword (׳/״)","M01810","headword","מַנְצְפַ״ךְ","מַנְצְפַ״ךְ","","false"
"X7 abbreviation headword (׳/״)","M02383","headword","מקד״ש","מקד״ש","","false"
"X7 abbreviation headword (׳/״)","N00002","headword","נ׳","נ׳","","false"
"X7 abbreviation headword (׳/״)","N00378","headword","נו״ן","נו״ן","","false"
"X7 abbreviation headword (׳/״)","N00665","headword","ניכו׳","ניכו׳","","false"
"X7 abbreviation headword (׳/״)","N00910","headword","ננקפ״י","ננקפ״י","","false"
"X7 abbreviation headword (׳/״)","N01391","headword","נת״ר","נת״ר","","false"
"X7 abbreviation headword (׳/״)","O00001","headword","ס׳","ס׳","","false"
"X7 abbreviation headword (׳/״)","O00671","headword","סִילסוּל׳","סִילסוּל׳","","false"
"X7 abbreviation headword (׳/״)","O00672","headword","סילק׳","סילק׳","","false"
"X7 abbreviation headword (׳/״)","O01096","headword","סמ״ך","סמ״ך","","false"
"X7 abbreviation headword (׳/״)","P00001","headword","ע׳","ע׳","","false"
"X7 abbreviation headword (׳/״)","P00169","headword","עד״ש","עד״ש","","false"
"X7 abbreviation headword (׳/״)","P00548","headword","עיי״ן","עיי״ן","","false"
"X7 abbreviation headword (׳/״)","P00548","alt","עי״ן","עיי״ן","","false"
"X7 abbreviation headword (׳/״)","P00600","headword","עי״ן","עי״ן","","false"
"X7 abbreviation headword (׳/״)","P00731","headword","עכ״ום","עכ״ום","","false"
"X7 abbreviation headword (׳/״)","P01521","alt","עַ׳קַרְנַיִם","עַשְׁתְּרוֹת","","false"
"X7 abbreviation headword (׳/״)","Q00001","headword","פ׳","פ׳","","false"
"X7 abbreviation headword (׳/״)","Q00002","headword","פ״א","פ״א","","false"
"X7 abbreviation headword (׳/״)","Q00141","headword","פ״ה","פ״ה","","false"
"X7 abbreviation headword (׳/״)","Q00141","alt","פ״א","פ״ה","","false"
"X7 abbreviation headword (׳/״)","Q00141","alt","פ״י","פ״ה","","false"
"X7 abbreviation headword (׳/״)","Q00147","alt","פה״י","פִּהֵי","","false"
"X7 abbreviation headword (׳/״)","Q00157","headword","פ״וגחמ״ט","פ״וגחמ״ט","","false"
"X7 abbreviation headword (׳/״)","Q00385","headword","פורפר׳","פורפר׳","","false"
"X7 abbreviation headword (׳/״)","Q00436","headword","פז״ר","פז״ר","","false"
"X7 abbreviation headword (׳/״)","Q00459","headword","פח״ז","פח״ז","","false"
"X7 abbreviation headword (׳/״)","Q01625","headword","פרודי׳","פרודי׳","","false"
